"id","doi","title","year_published","volume","abstract","authors_keywords","document_type","publication_type","language","reprint_address","issn","eissn","source_abbreviation_29_character","iso_source_abbreviation","publication_date","issue","beginning_page","ending_page","page_count","web_of_science_categories","research_areas","document_delivery_number","accession_number","keyword_plus","open_access_indicator","pudmed_id","special_issue","book_series_title","meeting_abstract","editors","funding_agency_grant_number","id_conference","id_journal"
"GARIFULLIN VZ, 2017, AD ALTA-INTERDISCIP, V7, P103",NA,"FROM MEDIA LITERACY - TO PROFESSIONAL JOURNALISTIC EDUCATION",2017,"7","THE INFORMATION CULTURE OF THE POPULATION BECOMES THE MOST IMPORTANT INDICATOR OF MODERN SOCIETY DEVELOPMENT. THE HIGHER IT IS, THE BIGGER REQUIREMENTS ARE PUT TO QUALITY OF INFORMATION PRODUCTS AND LEVEL OF PROFESSIONAL SKILL OF EXPERTS IN THE FIELD OF MASS MEDIA. ON THE OTHER HAND, AND THE PROFESSIONAL MEDIA EDUCATION, I.E. TRAINING OF SPECIALISTS FOR MEDIA BRANCH, HAS TO BE GUIDED BY HIGH INFORMATION CULTURE OF SOCIETY AND LEAN ON STEADY SYSTEM OF MASS MEDIA EDUCATION. IN THIS REGARD EXPERIENCE OF THE REPUBLIC OF TATARSTAN WHERE THERE IS BIG SYSTEM WORK IN THE FIELD OF INCREASE IN MEDIA LITERACY OF THE POPULATION IS OF INTEREST. IT IS PROVED THAT PURPOSEFULLY CREATED HIGH MEDIA CULTURE OF SOCIETY ALLOWS TO INCREASE AND LEVEL OF TRAINING OF JOURNALISTIC WORKERS IN THE REPUBLIC. AS THE LEADING CENTER OF PROFESSIONAL MEDIA EDUCATION IN THE REGION THE KAZAN (VOLGA REGION) FEDERAL UNIVERSITY WHERE THE COMPLETE CYCLE OF TRAINING OF SPECIALISTS OF MEDIA BRANCH BEGINNING WITH PRESCHOOL AND SCHOOL MEDIA EDUCATION SUCCESSFULLY IS IMPLEMENTED ACTS. THE AUTHORS SHOW RICH TRADITIONS OF THE KAZAN UNIVERSITY IN THE FIELD OF PREPARATION OF JOURNALISTIC WORKERS, DEFINE GROWTH POINTS ALLOWING ACHIEVING THE GREATEST EFFICIENCY IN THIS AREA DURING REFORMING OF THE SPHERE OF THE HIGHER EDUCATION.","MEDIA EDUCATION; MEDIA LITERACY; SOCIETY; UNIVERSITY; JOURNALISM;;   WORKERS; MEDIA","ARTICLE","J","ENGLISH","GARIFULLIN, VZ (REPRINT AUTHOR), KAZAN FED UNIV, KREMLIOVSKAYA STR 18, KAZAN 420008, RUSSIA.","1804-7890",NA,"AD ALTA-INTERDISCIP","AD ALTA-J. INTERDISCIP. RES.",NA,"2","103","105","3","MULTIDISCIPLINARY SCIENCES","SCIENCE & TECHNOLOGY - OTHER TOPICS","FP9LB","ISI000417968800030",NA,NA,NA,"2",NA,NA,NA,NA,NA,"AD ALTA-JOURNAL OF INTERDISCIPLINARY RESEARCH"
"DIAZ VM, 2017, EDMETIC, V6, P1",NA,"FROM MEDIA LITERACY AND THE DIVERGENCE OF MEDIA THINKING",2017,"6",NA,NA,"EDITORIAL MATERIAL","J","SPANISH",NA,"2254-0059",NA,"EDMETIC","EDMETIC",NA,"2","1","2","2","EDUCATION & EDUCATIONAL RESEARCH","EDUCATION & EDUCATIONAL RESEARCH","FP9QG","ISI000417983000001",NA,"GOLD",NA,NA,NA,NA,NA,NA,NA,"EDMETIC"
"GUERRERO IMM, 2017, EDMETIC, V6, P149, DOI 10.21071/EDMETIC.V6I2.6943","10.21071/EDMETIC.V6I2.6943","MEDIA LITERACY AND THE CULTURE OF PARTICIPATION: CHALLENGES FOR THE DIGITAL CITIZEN IN THE INFORMATION SOCIETY",2017,"6","THIS ARTICLE SETS OUT TO PROVIDE SOME ELEMENTS OF REFLECTION AND ANALYSIS THAT CONTRIBUTE TO THE CLARIFICATION OF THE CONCEPTS OF ""MEDIA LITERACY"" AND THE ""DIGITAL CITIZEN"", AS EDUCATIONAL DEMANDS ARISING FROM THE NEW LANGUAGES OF COMMUNICATION IN THE NETWORK OF TODAY'S SOCIETY. FIRSTLY, WE WILL ADDRESS THE CHALLENGE PRESENTED BY THE ""INFORMATION REVOLUTION"" THAT WE FIND OURSELVES IN BOTH AT A SOCIAL AND EDUCATIONAL LEVEL - AND HOW THE INTERNET CONTINUES TO GENERATE CHANGE IN THE METHODS OF SOCIAL COMMUNICATION, AND WHICH MUST BE, TO OUR MINDS, THE ROLE OF EDUCATION TO CREATE A CRITICAL AWARENESS IN THE USE OF SUCH. SECONDLY, WE WILL ANALYSE THE CO-EXISTENCE OF LANGUAGES, WHICH FACILITATE IMPROVED COMMUNICATION YET, AT THE SAME TIME, PUT MANY GROUPS AT RISK OF SOCIAL EXCLUSION AND INEQUALITY. IN THE REALM OF THE CONVERGENCE OF NEW MEANS AND LANGUAGES, WE WILL PROPOSE, IN THIRD PLACE, A NEW MODEL OF ""MULTIPLE LITERACY"" THAT MAKES COMPREHENSION OF NEW LANGUAGES AND FORMS OF MULTIMEDIA COMMUNICATION POSSIBLE. IN FOURTH PLACE, WE WILL PRESENT LEARNING TO BE COMPETENT IN THE DIGITAL AND INFORMATION CONTEXT AS A DEMAND OF THE GLOBALISED SOCIETY AND WORLD IN WHICH WE LIVE. FINALLY, AND IN FIFTH PLACE, WE CONTEMPLATE THE TRANSFORMATION OF THE WESTERN DEMOCRACIES THROUGH THE PARTICIPATION OF A ""DIGITAL CITIZEN"" TRANSFORMATION.","INFORMATION REVOLUTION; INTERNET; INFORMATION LITERACY; MULTIPLE;   LITERACY; MEDIA LITERACY; PARTICIPATION OF DIGITAL CITIZENSHIP","ARTICLE","J","SPANISH","GUERRERO, IMM (REPRINT AUTHOR), UNIV VALLADOLID, VALLADOLID, SPAIN.","2254-0059",NA,"EDMETIC","EDMETIC",NA,"2","149","167","19","EDUCATION & EDUCATIONAL RESEARCH","EDUCATION & EDUCATIONAL RESEARCH","FP9QG","ISI000417983000010","EDUCATION","GOLD",NA,NA,NA,NA,NA,NA,NA,"EDMETIC"
"POWELL M, 2017, LEARN MEDIA TECHNOL, V42, P378",NA,"MEDIA LITERACY AND THE EMERGING CITIZEN: YOUTH, ENGAGEMENT AND PARTICIPATION IN DIGITAL CULTURE",2017,"42",NA,NA,"BOOK REVIEW","J","ENGLISH","POWELL, M (REPRINT AUTHOR), QUEEN MARGARET UNIV, MEDIA COMMUN & PERFORMING ARTS, EDINBURGH, MIDLOTHIAN, SCOTLAND.","1743-9884","1743-9892","LEARN MEDIA TECHNOL","LEARN. MEDIA TECHNOL.",NA,"3","378","385","8","EDUCATION & EDUCATIONAL RESEARCH","EDUCATION & EDUCATIONAL RESEARCH","FN3UZ","ISI000415927800010",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEARNING MEDIA AND TECHNOLOGY"
"POTTER J, 2017, LEARN MEDIA TECHNOL, V42, P387, DOI 10.1080/17439884.2017.1397019","10.1080/17439884.2017.1397019","FRAMING THE TERMS AND CONDITIONS OF DIGITAL LIFE: NEW WAYS TO VIEW ""KNOWN' PRACTICES AND DIGITAL/MEDIA LITERACY",2017,"42",NA,NA,"EDITORIAL MATERIAL","J","ENGLISH",NA,"1743-9884","1743-9892","LEARN MEDIA TECHNOL","LEARN. MEDIA TECHNOL.",NA,"4","387","389","3","EDUCATION & EDUCATIONAL RESEARCH","EDUCATION & EDUCATIONAL RESEARCH","FN3UW","ISI000415927500002",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEARNING MEDIA AND TECHNOLOGY"
"LABAS D, 2017, NOVA PRISUT, V15, P211",NA,"ADOLESCENT PERCEPTION OF ELECTRONIC MEDIA ETHICAL VALUES IN CONTEXT OF SOCIODE-MOGRAPHIC CHARACTERISTICS AND MEDIA LITERACY",2017,"15","DIFFERENT SOCIAL GROUPS INCREASED EXPOSURE TO THE MEDIA CONNECTED WITH MEDIA'S CHANGE OF ROLE FROM ""SEVENTH POWER"" TO THE ""FOURTH ESTATE"", BROUGHT TO THOSE CIRCUMSTANCES THAT IMPOSE THE NEED FOR MEDIA EDUCATION TO A WIDE AUDIENCE. DUE TO A LARGE AMOUNT OF MEDIA AND THEIR GENERAL AVAILABILITY, THE SUBJECT OF THEIR INFLUENCE IS NOW, MORE THAN EVER, CHILDREN AND YOUTH -OR IN OTHER WORDS, MOST SENSITIVE PARTS OF SOCIETY. GIVEN THAT THERE IS NO FORMAL MEDIA EDUCATION IN CROATIA IN FORM OF SCHOOL SUBJECT, CLASSES, OR SOME EXTRACURRICULAR ACTIVITIES, IN THE VAST JUNGLE OF MEDIA LITERACY, CHILDREN ARE LEFT ON THEY OWN OR THEY CAN RELY ON THEIR PARENTS WHO ARE IN MANY CASES INADEQUATELY EDUCATED ABOUT MEDIA THEMSELVES. SINCE THE RESULT OF IT CAN OFTEN BE A SHALLOW AND UNCRITICAL PERCEPTION OF MEDIA COMMUNICATION, THE QUESTION ON HOW ADOLESCENT PERCEIVE ETHICS AND ETHICAL VALUES IN THE MEDIA IS BEING IMPOSED. OUT OF THE ISOLATED FACTORS LIKE LEVEL OF PARENTAL EDUCATION, FAMILY'S FINANCIAL SITUATION AND GENDER STRUCTURE, IT IS DETERMINED THAT THERE ARE GENDER DIFFERENCES IN PERCEPTION OF ETHICS, WHERE FEMALES SHOW A HIGHER AMOUNT OF SENSITIVITY FOR ETHICAL QUESTIONS, BUT IT IS NOT CONNECTED WITH ANY OF THE FACTORS. ON THE OTHER HAND, A PERCEPTION OF ETHICAL VALUES OF THE MALE ADOLESCENT IS RELATED TO A LEVEL OF EDUCATION OF THEIR FATHERS AND IT IS LOWER AT THOSE ADOLESCENTS WHOSE FATHERS HAVE A LOWER EDUCATION, WHICH IMPOSES NEW QUESTIONS OF THE GENERAL NEED FOR MEDIA LITERACY AND EDUCATION, ESPECIALLY WITH CHILDREN AND ADOLESCENTS.","ADOLESCENTS; ELECTRONIC MEDIA; MEDIA LITERACY; MEDIA ETHICS","ARTICLE","J","CROATIAN","LABAS, D (REPRINT AUTHOR), SVEUCILISTA ZAGREBU, HRVATSKI STUDIJI, BORONGAJSKA 83D, HR-10000 ZAGREB, CROATIA.","1334-2312","1848-8676","NOVA PRISUT","NOVA PRISUT.",NA,"2","211","230","20","RELIGION","RELIGION","FL4DP","ISI000414177800003",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOVA PRISUTNOST"
"BONFIGLIO RP, 2017, BIBLIC INTERPRET, V25, P293, DOI 10.1163/15685152-00253P02","10.1163/15685152-00253P02","VISUALIZING LITERACY: IMAGES, MEDIA, AND METHOD",2017,"25","WHILE BIBLICAL SCHOLARS HAVE LONG BEEN INTERESTED IN QUESTIONS ABOUT TEXTUAL LITERACY IN THE ANCIENT WORLD, RELATIVELY LITTLE ATTENTION HAS BEEN GIVEN TO THE CONCEPT OF VISUAL LITERACY - THAT IS, THE EXTENT TO WHICH IMAGES WERE PRODUCED AND READ AS A TYPE OF LANGUAGE. THE FOLLOWING ARTICLE INTRODUCES THIS CONCEPT AS IT HAS BEEN DEVELOPED IN RECENT WORK IN VISUAL CULTURE STUDIES AND THEN OFFERS A SERIES OF PROBES THAT ATTEMPT TO ASSESS THE PROMINENCE OF VISUAL LITERACY IN THE ANCIENT NEAR EASTERN WORLD. THOUGH IT IS NOT POSSIBLE TO ARRIVE AT A PRECISE RATE OF VISUAL LITERACY, THERE IS AMPLE EVIDENCE TO SUGGEST THAT THOSE WHO PRODUCED/COMMISSIONED ART WERE HIGHLY CONCERNED ABOUT QUESTIONS REGARDING THE READABILITY OF THEIR MATERIALS AND OFTEN PRIVILEGED ARTISTIC MOTIFS OVER EPIGRAPHIC CONTENT IN THE DESIGN AND IMPLEMENTATION OF CERTAIN MIXED-MEDIA ARTIFACTS. THESE LINES OF EVIDENCE SUGGEST THAT IMAGES FUNCTIONED AS A PROMINENT VEHICLE OF COMMUNICATION IN THE ANCIENT WORLD ALONGSIDE, AND SOMETIMES IN PLACE OF, TEXT-BASED MEDIA. RESEARCH ON VISUAL LITERACY NOT ONLY SHEDS NEW LIGHT ON THE ANCIENT MEDIA CONTEXTS OF THE BIBLICAL WORLD BUT ALSO OFFERS A MORE EXPLICIT RATIONALE FOR HOW AND WHY ANCIENT IMAGES SHOULD BE USED IN BIBLICAL INTERPRETATION TODAY.","ICONOGRAPHY; LITERACY; MEDIA; MINOR ARTS; ANCIENT NEAR EAST; BIBLICAL;   METHODS","ARTICLE","J","ENGLISH","BONFIGLIO, RP (REPRINT AUTHOR), COLUMBIA THEOL SEMINARY, DECATUR, GA 30030 USA.","0927-2569","1568-5152","BIBLIC INTERPRET","BIBLIC. INTERPRET.",NA,"3","293","319","27","RELIGION","RELIGION","FF1DH","ISI000408639500002",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIBLICAL INTERPRETATION-A JOURNAL OF CONTEMPORARY APPROACHES"
"[ANONYMOUS], 2017, MEDIAOBRAZOVANIE, P6",NA,"THE GLOBAL MEDIA AND INFORMATION (MIL) LITERACY WEEK 2017",2017,NA,"SHORT INFORMATION ABOUT NEW EVENTS IN THE MEDIA EDUCATION IN RUSSIA: CONFERENCES, MEDIA EDUCATION TRAININGS, ETC.","MEDIA STUDIES; COMMUNICATION; MEDIA EDUCATION; MEDIA LITERACY","NEWS ITEM","J","ENGLISH",NA,"1994-4160","1994-4195","MEDIAOBRAZOVANIE","MEDIAOBRAZOVANIE",NA,"3","6","6","1","COMMUNICATION","COMMUNICATION","FG7QQ","ISI000410615600001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIAOBRAZOVANIE-MEDIA EDUCATION"
"GENDINA N, 2017, MEDIAOBRAZOVANIE, P27",NA,"ANALYSIS OF ADAPTATION OF MEDIA AND INFORMATION LITERACY CURRICULUM FOR TEACHERS (PREPARED BY UNESCO) IN RUSSIA AND UZBEKISTAN",2017,NA,"IN THE FIRST DECADE OF THE XXI CENTURY UNESCO AND IFLA INITIATED WORK ON INTEGRATION OF TWO INDEPENDENT DIRECTIONS: MEDIA LITERACY AND INFORMATION LITERACY. IN 2011 UNESCO DEVELOPED MEDIA AND INFORMATION LITERACY CURRICULUM FOR TEACHERS AND TRANSLATED IT TO ELEVEN LANGUAGES OF THE WORLD. IT STIMULATED RESEARCHES ON DEVELOPMENT OF ORGANIC CONNECTION OF THESE TWO TYPES OF LITERACIES AND ADAPTATION OF RESULTS FOR INTEGRATION TO SPECIFICS OF NATIONAL PROGRAMS IN THE DIFFERENT COUNTRIES OF THE WORLD. THE ANALYSIS HAS REVEALED ADVANTAGES OF THIS PROGRAM: IT UNITES NOT ONLY MEDIA AND INFORMATION LITERACY, BUT ALSO CIVIL LITERACY WHAT ASSUMES ADAPTATION AND DEVELOPMENT. BESIDES, THE RESEARCH HAS REVEALED SOME DISADVANTAGES OF THE PROGRAM: PREVALENCE OF MEDIA LITERACY TO THE DETRIMENT OF INFORMATION LITERACY. MAIN IDEA OF THIS PROGRAM IS CONSIDERED FOR ENRICHMENT OF A TRAINING COURSE ""BASIS OF INFORMATION CULTURE OF THE SCHOOL STUDENTS"". THE MECHANISM OF INTEGRATION CONSISTS IN ORGANIC AND CONSECUTIVE ADDITION OF THIS COURSE WITH DATA ON DIFFERENT TYPES OF MEDIA TEXTS, SEARCH ALGORITHM OF MEDIA INFORMATION CRITICAL ANALYSIS OF THE MEDIA TEXT, CREATION MEDIA PRODUCTS BY SCHOOL STUDENTS. THE MECHANISM OF ADAPTATION OF THE UNESCO CURRICULUM TO CONDITIONS OF RUSSIA AND UZBEKISTAN IS DESCRIBED. FOR PROVIDING STEADY ASSOCIATION WITH CONCRETE NATIONAL CULTURE AND HISTORY THE ETHNOLINGUISTIC TECHNIQUE OF IDENTIFICATION OF ETHNOMARKERS IS DESCRIBED. INTRODUCTION OF ETHNOMARKERS MAKES THE TEACHING MATERIALS UNDERSTANDABLE. IT OPENS LOCAL, NATIONAL ASPECTS AND BRINGS THE ADAPTED TEXT CLOSER TO REALITIES OF THE COUNTRY. THE ROLE OF LIBRARIES AND LIBRARIANS FOR TRAINING OF SCHOOL STUDENTS ON MEDIA INFORMATION LITERACY IS HIGHLIGHTED, THE PROSPECTS FOR FURTHER RESEARCH ARE OUTLINE.","MEDIA AND INFORMATION LITERACY; INFORMATION CULTURE; UNESCO; RUSSIA;;   UZBEKISTAN; ADAPTATION; MEDIA AND INFORMATION LITERACY CURRICULUM FOR;   TEACHERS","ARTICLE","J","RUSSIAN","GENDINA, N (REPRINT AUTHOR), KEMEROVO STATE UNIV CULTURE & ARTS, INST INFORMAT TECHNOL SOCIAL SPHERE, KEMEROVO, RUSSIA.","1994-4160","1994-4195","MEDIAOBRAZOVANIE","MEDIAOBRAZOVANIE",NA,"3","27","44","18","COMMUNICATION","COMMUNICATION","FG7QQ","ISI000410615600004",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIAOBRAZOVANIE-MEDIA EDUCATION"
"KITSA M, 2017, MEDIAOBRAZOVANIE, P79",NA,"SOCIAL NETWORKS AND MEDIA LITERACY: HOW TO USE SAFE",2017,NA,"SOCIAL NETWORKS - IS QUITE A NEW PHENOMENON IN THE UKRAINIAN MEDIA SPACE. INITIALLY, THEY WERE USED PRIMARILY FOR SEARCH AND CHAT WITH FRIENDS, SHARE PHOTOS AND ENTERTAINMENT CONTENT. TODAY, SOCIAL NETWORKS ARE NOT ONLY A PLATFORM TO COMMUNICATE WITH FRIENDS AND ACQUAINTANCES, BUT ALSO A POWERFUL AND INEXHAUSTIBLE SOURCE OF INFORMATION. SO EVERY POST IN THE NEWS STREAM OFTEN SERVES AS A GOOD INFORMATIVE OCCASION WHICH DEVELOPS INTO AN IMPORTANT SOCIO-POLITICAL OR A HOUSEHOLD TOPIC. ACCORDING TO THE RESULTS OF OUR RESEARCH, MODERN UKRAINIAN JOURNALISTS WIDELY USE SOCIAL NETWORKS TO COMMUNICATE WITH BOTH OFFICIALS AND RECIPIENTS, BUT ON THE POPULAR SOCIAL MEDIA PLATFORMS STILL REMAIN SUCH POSSIBILITIES, WHICH ARE OUT OF THE SIGHT OF JOURNALISTS. NOWADAYS SOCIAL MEDIA ARE NOT ONLY A SOURCE OF INFORMATION, BUT ALSO A SOURCE OF DISINFORMATION AND FAKE NEWS. SO DESPITE THE POSITIVE ASPECTS OF USING SOCIAL MEDIA IN JOURNALISM, THERE ARE SOME DRAWBACKS. SO THE INEPT USE OF THE SOCIAL NETWORKS AND THE FAILURE OF JOURNALISM STANDARDS MAY LEAD NOT TO THE INCREASING OF THE MEDIA AUDIENCES, BUT VICE VERSA.","SOCIAL NETWORKS; FACEBOOK; FOLLOWERS; ACCOUNT; MEDIA LITERACY; MEDIA;   EDUCATION","ARTICLE","J","ENGLISH","KITSA, M (REPRINT AUTHOR), NATL UNIV, LVIV POLYTECH, KOSHYTSYA STR 7-42, UA-79058 LVOV, UKRAINE.","1994-4160","1994-4195","MEDIAOBRAZOVANIE","MEDIAOBRAZOVANIE",NA,"3","79","90","12","COMMUNICATION","COMMUNICATION","FG7QQ","ISI000410615600008",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDIAOBRAZOVANIE-MEDIA EDUCATION"
"JOANOU JP, 2017, MULTICULT PERSPECT, V19, P40, DOI 10.1080/15210960.2017.1267514","10.1080/15210960.2017.1267514","EXAMINING THE WORLD AROUND US: CRITICAL MEDIA LITERACY IN TEACHER EDUCATION",2017,"19","THIS ARTICLE PRESENTS FINDINGS FROM ACTION RESEARCH CONDUCTED IN A GRADUATE LEVEL COURSE WITH PRACTICING K-12 EDUCATORS. IN THIS ARTICLE, I CONSIDER THE USEFULNESS OF CRITICAL MEDIA LITERACY IN THE GRADUATE CLASSROOM AS I ENGAGED STUDENTS IN DISCUSSIONS ABOUT MULTICULTURAL ISSUES INCLUDING RACE, CLASS, GENDER, SEXUALITY, AND ABILITY. THROUGH AN EXAMINATION OF STUDENT PRESENTATIONS AND FIELD NOTES COLLECTED OVER THE COURSE OF THE SEMESTER, I FOUND THE GRADUATE STUDENT PARTICIPANTS WERE TYPICALLY QUITE SAVVY AT EVALUATING THE MESSAGES THEY RECEIVE FROM MEDIA. FURTHER, I FOUND THE INCORPORATION OF POPULAR MEDIA INTO THE CLASSROOM HELPED STUDENTS GRAPPLE WITH TYPICALLY FOREIGN AND OFTEN THEORETICALLY DENSE CONCEPTS LIKE UNCONSCIOUS RACISM AND HETERONORMATIVITY, AS WELL AS THEORIES LIKE CRITICAL RACE THEORY, INTERSECTIONALITY, AND QUEER THEORY. THE GRADUATE STUDENT PARTICIPANTS WERE ABLE TO SEE DEEP CONNECTIONS BETWEEN TEXT/THEORY AND MEDIA AND OFTEN USED VARIOUS MEDIA TO ILLUSTRATE THEORY IN QUITE COMPLEX WAYS. LASTLY, ENGAGING WITH TEXTS OF EVERYDAY LIFE AND USING VISUAL REPRESENTATIONS HELPED STUDENTS INTERROGATE THE CONCEPTS EXPLORED IN THE COURSE AND PROVIDED STUDENTS ACCESS TO THEORY OTHERWISE REGARDED AS INACCESSIBLE.",NA,"ARTICLE","J","ENGLISH","JOANOU, JP (REPRINT AUTHOR), WESTMINSTER COLL, SCH EDUC, 1840 SOUTH 1300 EAST, SALT LAKE CITY, UT 84105 USA.","1521-0960","1532-7892","MULTICULT PERSPECT","MULTICULT. PERSPECT.",NA,"1","40","46","7","SOCIOLOGY","SOCIOLOGY","FE6XY","ISI000408353400010",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MULTICULTURAL PERSPECTIVES"
"CHEN Y, 2017, HEALTH COMMUN, V32, P1310, DOI 10.1080/10410236.2016.1220041","10.1080/10410236.2016.1220041","DEVELOPMENT AND EVALUATION OF THE SUGAR-SWEETENED BEVERAGES MEDIA LITERACY (SSB-ML) SCALE AND ITS RELATIONSHIP WITH SSB CONSUMPTION",2017,"32","UNDERSTANDING HOW ADULTS' MEDIA LITERACY SKILL SETS IMPACT THEIR SUGAR-SWEETENED BEVERAGE (SSB) INTAKE PROVIDES INSIGHT INTO DESIGNING EFFECTIVE INTERVENTIONS TO ENHANCE THEIR CRITICAL ANALYSIS OF MARKETING MESSAGES AND THUS IMPROVE THEIR HEALTHY BEVERAGE CHOICES. HOWEVER, A MEDIA LITERACY SCALE FOCUSING ON SSBS IS LACKING. THIS CROSS-SECTIONAL STUDY USES BASELINE DATA FROM A LARGE RANDOMIZED CONTROLLED TRIAL TO (A) DESCRIBE THE PSYCHOMETRIC PROPERTIES OF AN SSB MEDIA LITERACY SCALE (SSB-ML) SCALE AND ITS SUBDOMAINS, (B) EXAMINE HOW THE SCALE VARIES ACROSS DEMOGRAPHIC VARIABLES, AND (C) EXPLAIN THE SCALE'S CONCURRENT VALIDITY TO PREDICT SSB CONSUMPTION. RESULTS FROM 293 ADULTS IN RURAL SOUTHWESTERN VIRGINIA (81.6% FEMALE, 94.0% WHITE, 54.1% RECEIVING SNAP AND/OR WIC BENEFITS, AVERAGE 410 SSB KCAL DAILY) SHOW THAT OVERALL SSB-ML SCALE AND ITS SUBDOMAINS HAVE STRONG INTERNAL CONSISTENCIES (CRONBACH'S ALPHAS RANGING FROM 0.65 TO 0.83). THE REPRESENTATION & REALITY DOMAIN SIGNIFICANTLY PREDICTED SSB KILOCALORIES, AFTER CONTROLLING FOR DEMOGRAPHIC VARIABLES. THIS STUDY HAS IMPLICATIONS FOR THE ASSESSMENT AND INCLUSION OF CONTEXT-SPECIFIC MEDIA LITERACY SKILLS IN BEHAVIORAL INTERVENTIONS.",NA,"ARTICLE","J","ENGLISH","CHEN, Y (REPRINT AUTHOR), UNIV KANSAS, WILLIAM ALLEN WHITE SCH JOURNALISM & MASS COMMUN, STAUFFER FLINT HALL,1435 JAYHAWK BLVD, LAWRENCE, KS 66045 USA.","1041-0236","1532-7027","HEALTH COMMUN","HEALTH COMMUN.",NA,"10","1310","1317","8","COMMUNICATION; HEALTH POLICY & SERVICES","COMMUNICATION; HEALTH CARE SCIENCES & SERVICES","FB6UF","ISI000406277200014","UNITED-STATES; ADOLESCENTS; SMOKING; HEALTH; ADULTS; INTERVENTIONS;;   ASSOCIATION; PORTRAYALS; CURRICULUM; EDUCATION","GREEN_ACCEPTED","27690635",NA,NA,NA,NA,"NIH/NCI [1R01CA154364-01A1]",NA,"HEALTH COMMUNICATION"
