id_paper0,id_paper1
"CAN B, 2018, PAMUKKALE U EGIT FAK, P31, DOI 10.9779/PUJE847","SAHIN R., 2010, THESIS ERZINCAN U ER"
"CAN B, 2018, PAMUKKALE U EGIT FAK, P31, DOI 10.9779/PUJE847","SELIM G., 2013, THESIS MARMARA U IST"
"CAN B, 2018, PAMUKKALE U EGIT FAK, P31, DOI 10.9779/PUJE847","SOYSAL M., 2011, THESIS CUKUROVA U AD"
"CAN B, 2018, PAMUKKALE U EGIT FAK, P31, DOI 10.9779/PUJE847","SUREN T., 2008, THESIS AFYON KOCATEP"
"CAN B, 2018, PAMUKKALE U EGIT FAK, P31, DOI 10.9779/PUJE847","SURMELI H., 2008, THESIS MARMARA U IST"
"CAN B, 2018, PAMUKKALE U EGIT FAK, P31, DOI 10.9779/PUJE847","TERZI C. I., 2008, THESIS MUGLA U MUGLA"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","AUSTIN E., 2017, JOURNAL OF NUTRITION EDUCATION AND BEHAVIOR, V49, PS110, DOI 10.1016/J.JNEB.2017.05.083"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","AUSTIN EW, 2007, COMMUN RES, V34, P483, DOI 10.1177/0093650297305233"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","AUSTIN EW, 2016, J HEALTH COMMUN, V21, P600, DOI [10.1080/10810730.2016.1153761, 10.1080/10810730.2016.11]"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","AUSTIN EW, 2015, HEALTH COMMUN, V30, P1256, DOI 10.1080/10410236.2014.930550"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","AUSTIN EW, 2015, MASS COMMUN SOC, V18, P399, DOI 10.1080/15205436.2014.1001909"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","AUSTIN EW, 2006, PEDIATRICS, V117, PE423, DOI 10.1542/PEDS.2005-0953"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","AUSTIN EW, 2000, PEDIATRICS, V105, P343, DOI 10.1542/PEDS.105.2.343"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","AUSTIN EW, 2000, J HEALTH COMMUN, V5, P13"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","AUSTIN E. W., 2013, ENCY MEDIA LITERACY"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","AUSTIN E. W., 1998, COMMUNICATION RES RE, V14, P418, DOI [10.1177/009365002237830, DOI 10.1177/009365002237830]"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","AUSTIN E. W., 2017, FOODMANIA CURRICULUM"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","BICKHAM DS, 2012, J CHILD MEDIA, V6, P255, DOI 10.1080/17482798.2012.662031"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","BUIJZEN M, 2008, HUM COMMUN RES, V34, P50, DOI 10.1111/J.1468-2958.2007.00313.X"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","CARBONE ET, 2012, J ACAD NUTR DIET, V112, P254, DOI 10.1016/J.JADA.2011.08.042"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","CARTER OBJ, 2011, SOC SCI MED, V72, P962, DOI 10.1016/J.SOCSCIMED.2011.01.018"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","CHAMBERS SA, 2015, PREV MED, V75, P32, DOI 10.1016/J.YPMED.2015.02.011"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","CHEIN J., 2011, DEVELOPMENTAL SCI, V14, P2"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","FITZPATRICK E, 2007, J AM DIET ASSOC, V107, P666, DOI 10.1016/J.JADA.2007.01.014"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","FLEMING K, 2004, J HEALTH COMMUN, V9, P3, DOI 10.1080/10810730490271665"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","FOLTA SC, 2006, J NUTR EDUC BEHAV, V38, P244, DOI 10.1016/J.JNEB.2006.04.146"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","FUJIOKA Y, 2003, J BROADCAST ELECTRON, V47, P418, DOI 10.1207/S15506878JOBEM4703_6"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","GOODELL LS, 2012, J NUTR EDUC BEHAV, V44, P240, DOI 10.1016/J.JNEB.2010.07.012"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","GORIS JM, 2010, PUBLIC HEALTH NUTR, V13, P1003, DOI 10.1017/S1368980009992850"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","GOVE RP, 2012, J THEOR BIOL, V293, P1, DOI 10.1016/J.JTBI.2011.09.034"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","HARRIS JL, 2009, HEALTH PSYCHOL, V28, P404, DOI 10.1037/A0014399"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","HENRY HKM, 2011, J CHILD MEDIA, V5, P298, DOI 10.1080/17482798.2011.584380"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","HINDIN TJ, 2004, J AM DIET ASSOC, V104, P192, DOI 10.1016/J.JADA.2003.11.006"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","HINGLE MD, 2010, PREV MED, V51, P103, DOI 10.1016/J.YPMED.2010.04.014"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","HOBBS R, 2011, J BROADCAST ELECTRON, V55, P419, DOI 10.1080/08838151.2011.597594"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","HOFFMAN E. W., 2016, HEALTH COMMUN, V32, P1"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","HU LT, 1999, STRUCT EQU MODELING, V6, P1, DOI 10.1080/10705519909540118"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","HUGHES S. O., 2008, INT J CHILD ADOLESCE, V1, P323"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","JAGO R, 2005, INT J OBESITY, V29, P557, DOI 10.1038/SJ.IJO.0802969"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","JOHNSON L, 2011, BRIT J NUTR, V105, P950, DOI 10.1017/S0007114510004484"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","KAPLAN D., 2008, STRUCTURAL EQUATION, V10"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","KENNY D. A., 2006, DYADIC DATA ANAL MET"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","KRAAK V. I., 2006, FOOD MARK CHILDR YOU"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","KUPERSMIDT JB, 2010, PEDIATRICS, V126, P525, DOI 10.1542/PEDS.2010-0068"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","LEVY R, 2013, QUANT METH EDUC BEHA, P563"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","LINN S, 2008, ANN AM ACAD POLIT SS, V615, P133, DOI 10.1177/0002716207308487"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","LIVINGSTONE S, 2006, J COMMUN, V56, P560, DOI 10.1111/J.1460-2466.2006.00301.X"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","MOLGAARD V., 2001, RESIDENTIAL TREATMEN, V18, P15, DOI [DOI 10.1300/J007V18N03_, 10.1300/J007V18N03_03]"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","MOORE ES, 2017, J CONSUM RES, V43, P824, DOI 10.1093/JCR/UCW059"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","MUTHEN L. K., 2012, MPLUS USERS GUIDE"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","NATIONAL ASSOCIATION FOR MEDIA LITERACY EDUCATION, 2014, COR PRINC MLE"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","NATHANSON AI, 2002, MEDIA PSYCHOL, V4, P207, DOI 10.1207/S1532785XMEP0403_01"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","NEUMARK-SZTAINER D, 2003, PREV MED, V37, P198, DOI 10.1016/S0091-7435(03)00114-2"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","PAES VM, 2015, OBES REV, V16, P903, DOI 10.1111/OBR.12310"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","PINKLETON BE, 2001, J BROADCAST ELECTRON, V45, P575, DOI 10.1207/S15506878JOBEM4504_3"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","POWELL LM, 2007, PEDIATRICS, V120, P576, DOI 10.1542/PEDS.2006-3595"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","RIDEOUT V. J., 2010, GENERATION M2 MEDIA"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","ROBERTSON TS, 1989, COMMUN RES, V16, P459, DOI 10.1177/009365089016004001"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","ROBINSON TN, 1999, JAMA-J AM MED ASSOC, V282, P1561, DOI 10.1001/JAMA.282.16.1561"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","ROZENDAAL E, 2011, MEDIA PSYCHOL, V14, P333, DOI 10.1080/15213269.2011.620540"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","RUMMEL A., 2000, J MARKETING THEORY P, V8, P38"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","SAGARIN BJ, 2002, J PERS SOC PSYCHOL, V83, P526, DOI 10.1037//0022-3514.83.3.526"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","STEINBERG L, 2005, TRENDS COGN SCI, V9, P69, DOI 10.1016/J.TICS.2004.12.005"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","STORY M, 2002, J AM DIET ASSOC, V102, PS40, DOI 10.1016/S0002-8223(02)90421-9"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","VAN DE SCHOOT R, 2017, PSYCHOL METHODS, V22, P217, DOI 10.1037/MET0000100"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","VAN DE SCHOOT R, 2015, EUR J PSYCHOTRAUMATO, V6, DOI 10.3402/EJPT.V6.25216"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","WILLIAMS LA, 2000, ADV CONSUM RES, V27, P64"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","ZIMMERMAN FJ, 2010, AM J PUBLIC HEALTH, V100, P334, DOI 10.2105/AJPH.2008.155119"
"AUSTIN EW, 2018, J HEALTH COMMUN, V23, P190, DOI 10.1080/10810730.2018.1423649","ZYPHUR MJ, 2015, J MANAGE, V41, P390, DOI 10.1177/0149206313501200"
"WIJAYANI I, 2017, TURK ONLINE J DES AR, V7, P1379, DOI 10.7456/1070DSE/112","BUSHMAN BJ, 2006, ARCH PEDIAT ADOL MED, V160, P348, DOI 10.1001/ARCHPEDI.160.4.348"
"WIJAYANI I, 2017, TURK ONLINE J DES AR, V7, P1379, DOI 10.7456/1070DSE/112","EISENBERG N., 2013, DEV PROSOCIAL MORAL"
"WIJAYANI I, 2017, TURK ONLINE J DES AR, V7, P1379, DOI 10.7456/1070DSE/112","HOBBS R., 2009, J MEDIA LITERACY ED, V1, P1"
"WIJAYANI I, 2017, TURK ONLINE J DES AR, V7, P1379, DOI 10.7456/1070DSE/112","MILES MATTTHEW B., 1992, QUALITATIVE DATA ANA"
"WIJAYANI I, 2017, TURK ONLINE J DES AR, V7, P1379, DOI 10.7456/1070DSE/112","POTTER WJ, 2007, JOURNALISM MASS COMM, V84, P90, DOI 10.1177/107769900708400107"
"WIJAYANI I, 2017, TURK ONLINE J DES AR, V7, P1379, DOI 10.7456/1070DSE/112","POTTER W. J., 2012, MEDIA EFFECTS"
"WIJAYANI I, 2017, TURK ONLINE J DES AR, V7, P1379, DOI 10.7456/1070DSE/112","SCHARRER E., 2013, J MEDIA LITERACY ED, V1, P2"
"WIJAYANI I, 2017, TURK ONLINE J DES AR, V7, P1379, DOI 10.7456/1070DSE/112","STANGER N, 2012, J SPORT EXERCISE PSY, V34, P208, DOI 10.1123/JSEP.34.2.208"
"WIJAYANI I, 2017, TURK ONLINE J DES AR, V7, P1379, DOI 10.7456/1070DSE/112","STRASBURGER VC, 2013, PEDIATRICS, V132, P958, DOI 10.1542/PEDS.2013-2656"
"WIJAYANI I, 2017, TURK ONLINE J DES AR, V7, P1379, DOI 10.7456/1070DSE/112","THOMAN E, 2004, AM BEHAV SCI, V48, P18, DOI 10.1177/0002764204267246"
"WIJAYANI I, 2017, TURK ONLINE J DES AR, V7, P1379, DOI 10.7456/1070DSE/112","VALKENBURG PM, 2013, J COMMUN, V63, P221, DOI 10.1111/JCOM.12024"
"WIJAYANI I, 2017, TURK ONLINE J DES AR, V7, P1379, DOI 10.7456/1070DSE/112","MCBETH WILLIAMS TANNIS, 1986, IMPACT TELEVISION NA"
"WIJAYANI I, 2017, TURK ONLINE J DES AR, V7, P1379, DOI 10.7456/1070DSE/112","WISE J. B., 2015, LITERACY RES THEORY, V64, P398"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","BATTERHAM PJ, 2013, RESEARCH TRENDS, V34, P13, DOI DOI 10.1027/0227-5910/A000156"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","CALEAR A. L., 2016, EUROPEAN CHILD ADOLE, V25, P476"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","CALEAR AL, 2014, PSYCHIAT RES, V219, P525, DOI 10.1016/J.PSYCHRES.2014.06.027"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","CHRISTENSEN H, 2015, MED J AUSTRALIA, V202, PIV, DOI 10.5694/MJA15.00300"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","DAIGLE M, 2006, CRISIS, V27, P172, DOI 10.1027/0227-5910.27.4.172"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","DUMESNIL H, 2009, PSYCHIAT SERV, V60, P1203, DOI 10.1176/PS.2009.60.9.1203"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","FOUNTOULAKIS KN, 2011, J AFFECT DISORDERS, V130, P10, DOI 10.1016/J.JAD.2010.06.009"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","GOULD MS, 2004, J AM ACAD CHILD PSY, V43, P1124, DOI 10.1097/01.CHI.0000132811.06547.31"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","HEGERL U, 2006, PSYCHOL MED, V36, P1225, DOI 10.1017/S003329170600780X"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","HO WW, 2011, COMMUNITY MENT HLT J, V47, P542, DOI 10.1007/S10597-010-9364-7"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","JENNER E, 2010, SUICIDE LIFE-THREAT, V40, P394, DOI 10.1521/SULI.2010.40.4.394"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","KLIMES-DOUGAN B, 2010, CRISIS, V31, P247, DOI 10.1027/0227-5910/A000032"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","KLIMES-DOUGAN B, 2009, CRISIS, V30, P128, DOI 10.1027/0227-5910.30.3.128"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","MANN JJ, 2005, JAMA-J AM MED ASSOC, V294, P2064, DOI 10.1001/JAMA.294.16.2064"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","MATSUBAYASHI T, 2014, J AFFECT DISORDERS, V152, P526, DOI 10.1016/J.JAD.2013.09.007"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","MAY PA, 2005, AM J PUBLIC HEALTH, V95, P1238, DOI 10.2105/AJPH.2004.040410"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","NIEDERKROTENTHA. T, 2014, AMERICAN JOURNAL OF, V47, PS235, DOI DOI 10.1016/J.AMEPRE.2014.06.010"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","OLIVER RJ, 2008, SUICIDE LIFE-THREAT, V38, P245, DOI 10.1521/SULI.2008.38.2.245"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","PATEL V, 2007, LANCET, V369, P1302, DOI 10.1016/S0140-6736(07)60368-7"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","ROBINSON M, 2014, J PUBLIC MENT HEALTH, V13, P40, DOI 10.1108/JPMH-05-2013-0028"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","ROBINSON M, 2013, MENT HEALTH REV J, V18, P115, DOI 10.1108/MHRJ-12-2012-0034"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","SZEKELY A, 2013, PLOS ONE, V8, DOI 10.1371/JOURNAL.PONE.0075081"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","TILL B, 2013, CRISIS, V34, P382, DOI 10.1027/0227-5910/A000212"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","WAKEFIELD MA, 2010, LANCET, V376, P1261, DOI 10.1016/S0140-6736(10)60809-4"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","WORLD HEALTH ORGANIZATION (WHO), 2014, PREV SUIC GLOB IMP"
"TOROK M, 2017, SUICIDE LIFE-THREAT, V47, P672, DOI 10.1111/SLTB.12324","ZALSMAN G, 2016, LANCET PSYCHIAT, V3, P646, DOI 10.1016/S2215-0366(16)30030-X"
"VENTURA RC, 2017, EDUC SIGLO XXI, V35, P295","ESCODA AP, 2017, MEDIA LITERACY ICT D"
"GHIRARDI ALR, 2017, LINHA AGUA, V30, P51, DOI 10.11606/ISSN.2236-4242.V30I2P51-69","BADOUARD R, 2015, NUMERIQUE ECRITURE L, P47"
"GHIRARDI ALR, 2017, LINHA AGUA, V30, P51, DOI 10.11606/ISSN.2236-4242.V30I2P51-69","BOHM GH, 2004, LEITURA LIT INFANTO, P58"
"GHIRARDI ALR, 2017, LINHA AGUA, V30, P51, DOI 10.11606/ISSN.2236-4242.V30I2P51-69","DONDIS AD, 1991, SINTAXE LINGUAGEM VI"
"GHIRARDI ALR, 2017, LINHA AGUA, V30, P51, DOI 10.11606/ISSN.2236-4242.V30I2P51-69","FIELD SYD, 2014, ROTEIRO FUNDAMENTOS"
"GHIRARDI ALR, 2017, LINHA AGUA, V30, P51, DOI 10.11606/ISSN.2236-4242.V30I2P51-69","GENETTE GERARD, 1982, PALIMPSESTES LIT 2 D"
"GHIRARDI ALR, 2017, LINHA AGUA, V30, P51, DOI 10.11606/ISSN.2236-4242.V30I2P51-69","HEBERT L., 2009, INTERTEXTUALITE INTE"
"GHIRARDI ALR, 2017, LINHA AGUA, V30, P51, DOI 10.11606/ISSN.2236-4242.V30I2P51-69","LACELLE N., 2014, LITTERATIE MEDIATIQU"
"GHIRARDI ALR, 2017, LINHA AGUA, V30, P51, DOI 10.11606/ISSN.2236-4242.V30I2P51-69","MAINGUENEAU DOMINIQUE, 2014, DISCOURS ANAL DISCOU"
"GHIRARDI ALR, 2017, LINHA AGUA, V30, P51, DOI 10.11606/ISSN.2236-4242.V30I2P51-69","SAEMMER A., 2015, RHETORIQUE TEXTE NUM"
"GHIRARDI ALR, 2017, LINHA AGUA, V30, P51, DOI 10.11606/ISSN.2236-4242.V30I2P51-69","VANOYE F., 2011, ADAPTATION OEUVRE LI"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","BAKHTIN M., 2006, MARXISMO FILOSOFIA L"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","BAKHTIN M, 1997, HACIA FILOSOFIA ACTO"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","BAKHTIN MIKHAIL, 2010, ESTETICA CRIACAO VER"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","BARBOSA J. P., 2012, GENEROS DISCURSO ESC"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","BONINI A., 2013, GENEROS DIALOGO ENTR"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","BRASIL, 2016, BAS NAC CURR COM"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","BRASIL, 1998, PAR CURR NAC TERC QU"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","DOLZ JOAQUIM, 2004, GENEROS ORAIS ESCRIT"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","FIORIN J. L., 2006, INTRO PENSAMENTO BAK"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","FONSECA F.C.P., 2004, REV SOCIOLGIA POLITI, V22, P13"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","GERALDI J. W, 2010, AULA COMO ACONTECIME"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","GERALDI J. W., 1997, PORTOS DE PASSAGEM"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","GERALDI JW, 1997, TEXTO SALA AULA"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","KLEIMAN A, 1995, SIGNIFICADOS LETRAMN"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","KLEIMAN A. B., 1999, LEITURA INTERDISCIPL"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","MARTINS MARIA SÍLVIA CINTRA, 2008, LING. (DIS)CURSO, V8, P519, DOI 10.1590/S1518-76322008000300006"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","MARTINS M. S. C., 2009, AVANCOS RETROCESSOS"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","RODRIGUES R. H, 2014, GENEROS TEXTO DISCUR"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","ROJO ROXANE, 2015, HIPERMODERNIDADE MUL"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","ROJO R, 2008, REDISCUTIR TEXTO GEN"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","ROJO R., 2009, LETRAMENTOS MULTIPLO"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","ROJO R, 2013, GENEROS DIALOGO ENTR"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","SOARES M., 2002, LINGUISTICA DA NORMA"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","SOARES M., 1998, LETRAMENTO TEMA TRES"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","SOARES M., 2014, ALFABETIZACAO E LETR"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","SODRE MUNIZ, 1996, SOCIAL IRRADIADO VIO"
"BARBOSA JP, 2017, LINHA AGUA, V30, P71, DOI 10.11606/ISSN.2236-4242.V30I2P71-91","STREET B.V, 1984, LITERACY THEORY PRAC"
